ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_public_visibility_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_standard_design_methods,is_feature_envy
11.0,4.0,3.0,33.0,12.0,8.0,20.0,0.083333,3.0,5.0,5.0,0.6,14.0,34.0,11.0,12.0,0.0,341.0,331.0,15.0,0.090909,16.0,37.0,88.0,0.9615379999999999,0.785714,86.0,6.285714,7.1666669999999995,7.0,62.0,1328.0,72.0,497.0,38.0,5768.0,4374.0,117757.0,13.0,14.0,5.0,11.0,1.0
11.0,3.0,1.0,13.0,1.0,2.0,22.0,0.153846,6.0,6.0,17.0,0.352941,15.0,20.0,12.0,11.0,0.0,181.0,145.0,18.0,0.8,12.0,49.0,24.0,0.571429,0.733333,20.0,1.6,1.818182,7.0,55.0,1021.0,69.0,606.0,65.0,5527.0,2783.0,69698.0,15.0,15.0,15.0,11.0,0.0
1.0,1.0,6.0,118.0,40.0,21.0,35.0,0.923077,7.0,16.0,18.0,0.388889,11.0,3.0,12.0,11.0,0.0,456.0,456.0,29.0,0.054545,13.0,45.0,78.0,0.992308,0.666667,78.0,7.090909,7.090909,3.0,15.0,503.0,15.0,649.0,50.0,5366.0,4947.0,94240.0,6.0,11.0,0.0,11.0,0.0
0.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,13.0,3.0,218.0,218.0,3.0,0.755556,4.0,19.0,51.0,0.683333,1.0,51.0,3.9230769999999997,3.9230769999999997,6.0,38.0,752.0,38.0,132.0,23.0,1278.0,781.0,18243.0,11.0,13.0,11.0,12.0,0.0
16.0,6.0,7.0,103.0,26.0,13.0,29.0,0.0,11.0,17.0,19.0,0.578947,17.0,45.0,16.0,17.0,0.0,496.0,496.0,38.0,0.458333,23.0,57.0,168.0,0.53125,1.0,168.0,9.882353,9.882353,106.0,2196.0,69768.0,2620.0,465.0,54.0,7652.0,6749.0,171667.0,4.0,17.0,12.0,16.0,1.0
7.0,2.0,6.0,270.0,35.0,42.0,62.0,0.642857,11.0,20.0,22.0,0.5,40.0,14.0,17.0,39.0,0.0,1243.0,1234.0,46.0,0.23968299999999998,20.0,94.0,133.0,0.959936,0.921053,132.0,3.325,3.384615,22.0,154.0,4151.0,176.0,100.0,5.0,703.0,613.0,14480.0,36.0,31.0,2.0,38.0,0.0
6.0,1.0,4.0,51.0,12.0,14.0,22.0,0.0,7.0,10.0,11.0,0.636364,9.0,10.0,20.0,9.0,0.0,312.0,312.0,28.0,0.6,18.0,45.0,50.0,1.0,0.3125,50.0,5.555556,5.555556,16.0,74.0,1295.0,78.0,862.0,52.0,5959.0,5541.0,71486.0,5.0,9.0,0.0,9.0,1.0
1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,43.0,68.0,40.0,4.0,0.0,15.0,54.0,8.0,1.0,0.22222199999999998,5.0,1.6,2.5,6.0,20.0,453.0,35.0,497.0,38.0,5768.0,4374.0,117757.0,5.0,5.0,5.0,1.0,0.0
1.0,1.0,6.0,117.0,31.0,8.0,18.0,0.8,4.0,8.0,11.0,0.363636,18.0,8.0,20.0,17.0,0.0,503.0,498.0,34.0,0.515152,24.0,61.0,73.0,0.958824,0.9,72.0,4.055556,4.235294000000001,17.0,135.0,3038.0,153.0,1196.0,192.0,9900.0,9201.0,117117.0,10.0,18.0,13.0,16.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,6.0,32.0,54.0,54.0,2.0,1.0,5.0,56.0,9.0,1.0,0.5,9.0,1.5,1.5,20.0,72.0,701.0,72.0,60.0,0.0,254.0,243.0,2453.0,2.0,6.0,6.0,6.0,0.0
7.0,1.0,1.0,20.0,1.0,4.0,11.0,0.0,1.0,1.0,1.0,1.0,13.0,8.0,6.0,13.0,0.0,307.0,307.0,17.0,0.0,6.0,21.0,26.0,1.0,1.0,26.0,2.0,2.0,69.0,293.0,6812.0,299.0,299.0,33.0,1475.0,1431.0,28493.0,4.0,13.0,13.0,12.0,1.0
0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,21.0,21.0,2.0,1.0,9.0,22.0,2.0,0.0,1.0,2.0,1.0,1.0,37.0,143.0,3130.0,157.0,296.0,19.0,2118.0,1724.0,34617.0,2.0,2.0,2.0,1.0,0.0
0.0,0.0,7.0,125.0,39.0,43.0,44.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,150.0,150.0,1.0,0.0,1.0,3.0,41.0,0.0,1.0,41.0,20.5,20.5,22.0,94.0,3009.0,112.0,426.0,16.0,1879.0,1530.0,33431.0,2.0,2.0,0.0,2.0,0.0
10.0,3.0,3.0,57.0,8.0,13.0,26.0,0.090909,6.0,9.0,18.0,0.333333,22.0,26.0,13.0,22.0,0.0,531.0,531.0,29.0,0.175,16.0,77.0,96.0,1.0,1.0,96.0,4.363636,4.363636,24.0,154.0,3513.0,212.0,497.0,38.0,5768.0,4374.0,117757.0,4.0,22.0,1.0,21.0,0.0
2.0,2.0,7.0,241.0,55.0,36.0,42.0,0.666667,2.0,2.0,2.0,1.0,12.0,1.0,3.0,9.0,0.0,372.0,356.0,9.0,0.933333,4.0,21.0,94.0,0.5,0.625,87.0,7.8333330000000005,9.666667,10.0,89.0,1207.0,95.0,191.0,19.0,1447.0,1361.0,24319.0,8.0,12.0,11.0,7.0,0.0
0.0,0.0,7.0,104.0,15.0,23.0,27.0,1.0,4.0,4.0,5.0,0.8,51.0,19.0,14.0,40.0,0.0,2009.0,1851.0,41.0,0.511837,13.0,106.0,211.0,0.955,0.388889,197.0,4.137255000000001,4.925,22.0,203.0,6452.0,240.0,2045.0,148.0,17321.0,12962.0,390008.0,19.0,52.0,50.0,40.0,0.0
2.0,1.0,8.0,103.0,16.0,21.0,30.0,0.428571,3.0,5.0,7.0,0.428571,10.0,2.0,5.0,10.0,0.0,442.0,442.0,9.0,1.0,3.0,21.0,80.0,1.0,1.0,80.0,8.0,8.0,5.0,21.0,608.0,24.0,497.0,38.0,5768.0,4374.0,117757.0,3.0,10.0,9.0,9.0,0.0
8.0,3.0,1.0,32.0,7.0,6.0,13.0,0.2,1.0,1.0,1.0,1.0,11.0,8.0,4.0,11.0,109.0,127.0,127.0,8.0,0.027777999999999997,82.0,128.0,21.0,0.9,1.0,21.0,1.909091,1.909091,28.0,215.0,2473.0,226.0,604.0,41.0,5154.0,4917.0,82661.0,10.0,12.0,8.0,11.0,0.0
13.0,1.0,3.0,47.0,13.0,10.0,27.0,0.07142899999999999,2.0,2.0,6.0,0.333333,12.0,22.0,5.0,11.0,77.0,181.0,176.0,12.0,1.0,10.0,31.0,32.0,0.363636,0.5,31.0,2.666667,2.818182,1.0,11.0,181.0,12.0,606.0,65.0,5527.0,2783.0,69698.0,2.0,12.0,12.0,10.0,0.0
19.0,1.0,1.0,7.0,2.0,1.0,32.0,0.095238,1.0,0.0,1.0,1.0,24.0,22.0,8.0,9.0,8.0,624.0,488.0,13.0,0.177866,9.0,41.0,52.0,0.989967,0.28571399999999997,28.0,2.166667,3.111111,40.0,277.0,7963.0,322.0,56.0,5.0,502.0,445.0,10835.0,21.0,24.0,24.0,8.0,0.0
2.0,1.0,7.0,114.0,22.0,14.0,30.0,0.875,1.0,1.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,356.0,255.0,2.0,1.0,2.0,9.0,43.0,1.0,0.22222199999999998,25.0,6.142857,8.333333,11.0,127.0,1832.0,161.0,296.0,19.0,2118.0,1724.0,34617.0,6.0,6.0,6.0,1.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,29.0,29.0,2.0,0.0,5.0,15.0,4.0,0.0,1.0,4.0,1.333333,1.333333,2.0,5.0,44.0,5.0,58.0,2.0,541.0,326.0,7842.0,3.0,3.0,3.0,3.0,0.0
0.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,15.0,18.0,18.0,4.0,1.0,1.0,9.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,100.0,2639.0,109.0,48.0,1.0,245.0,233.0,6694.0,4.0,4.0,4.0,0.0,0.0
8.0,2.0,2.0,25.0,4.0,6.0,14.0,0.0,1.0,0.0,1.0,1.0,4.0,28.0,6.0,4.0,0.0,199.0,199.0,9.0,1.0,11.0,22.0,20.0,0.818182,1.0,20.0,5.0,5.0,39.0,360.0,17417.0,425.0,789.0,155.0,9246.0,7348.0,188289.0,4.0,5.0,5.0,4.0,1.0
1.0,1.0,7.0,138.0,25.0,27.0,30.0,0.0,1.0,3.0,4.0,0.25,8.0,5.0,4.0,7.0,0.0,525.0,517.0,8.0,0.333333,5.0,18.0,72.0,0.9523809999999999,0.5,71.0,9.0,10.142857000000001,12.0,46.0,2496.0,76.0,399.0,23.0,2996.0,2349.0,53577.0,3.0,9.0,9.0,7.0,0.0
5.0,3.0,6.0,152.0,27.0,22.0,33.0,0.375,8.0,12.0,15.0,0.533333,8.0,5.0,9.0,8.0,34.0,371.0,371.0,14.0,0.47618999999999995,27.0,75.0,35.0,1.0,1.0,35.0,4.375,4.375,66.0,754.0,10542.0,826.0,1171.0,66.0,10384.0,8750.0,312068.0,8.0,8.0,6.0,7.0,1.0
11.0,2.0,7.0,429.0,97.0,34.0,65.0,0.59375,3.0,6.0,6.0,0.5,78.0,206.0,17.0,72.0,0.0,5377.0,5281.0,44.0,0.218462,12.0,132.0,1032.0,0.9801049999999999,0.793103,1014.0,13.230769,14.083332999999998,15.0,114.0,6397.0,120.0,465.0,54.0,7652.0,6749.0,171667.0,28.0,78.0,62.0,64.0,1.0
29.0,7.0,7.0,142.0,26.0,22.0,69.0,0.171429,16.0,18.0,46.0,0.347826,75.0,110.0,38.0,58.0,0.0,1890.0,1767.0,103.0,0.40289899999999995,43.0,264.0,302.0,0.926126,0.757143,285.0,4.026667,4.913793,6.0,126.0,2701.0,156.0,606.0,65.0,5527.0,2783.0,69698.0,70.0,75.0,74.0,58.0,1.0
0.0,0.0,6.0,160.0,31.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,248.0,248.0,1.0,0.0,2.0,5.0,40.0,0.0,1.0,40.0,10.0,10.0,15.0,78.0,2309.0,96.0,128.0,16.0,1064.0,796.0,20892.0,3.0,4.0,1.0,3.0,0.0
10.0,4.0,11.0,171.0,39.0,18.0,31.0,0.230769,5.0,10.0,17.0,0.294118,23.0,10.0,7.0,18.0,44.0,430.0,405.0,12.0,0.385714,7.0,42.0,87.0,0.921488,0.708333,82.0,3.7826089999999994,4.555556,6.0,54.0,1082.0,69.0,813.0,36.0,4551.0,3762.0,68127.0,22.0,23.0,23.0,17.0,1.0
0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,26.0,15.0,1.0,0.2,1.0,7.0,6.0,0.75,0.6,4.0,1.2,1.333333,4.0,12.0,87.0,17.0,795.0,87.0,4165.0,3476.0,25691.0,5.0,5.0,5.0,3.0,0.0
0.0,0.0,4.0,137.0,7.0,15.0,17.0,0.0,2.0,3.0,3.0,0.666667,5.0,0.0,3.0,5.0,114.0,233.0,233.0,5.0,0.333333,5.0,18.0,15.0,0.75,1.0,15.0,3.0,3.0,6.0,16.0,467.0,20.0,764.0,30.0,4305.0,3256.0,120720.0,4.0,5.0,5.0,4.0,0.0
5.0,2.0,6.0,367.0,30.0,77.0,84.0,0.28571399999999997,1.0,0.0,3.0,0.333333,29.0,28.0,12.0,27.0,0.0,1741.0,1716.0,25.0,0.580087,12.0,67.0,287.0,0.8901100000000001,0.913043,284.0,9.896552,10.518519,23.0,144.0,3724.0,150.0,799.0,32.0,6880.0,5602.0,136533.0,23.0,29.0,29.0,26.0,1.0
0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,5.0,19.0,0.0,94.0,94.0,7.0,0.006536,25.0,28.0,25.0,1.0,1.0,25.0,1.3157889999999999,1.3157889999999999,1.0,19.0,94.0,19.0,2096.0,64.0,13676.0,11072.0,315953.0,19.0,19.0,19.0,18.0,0.0
16.0,7.0,7.0,139.0,17.0,21.0,47.0,0.2,16.0,17.0,30.0,0.533333,15.0,23.0,19.0,6.0,3.0,285.0,213.0,24.0,0.252747,20.0,59.0,34.0,0.887755,0.357143,25.0,2.266667,4.1666669999999995,39.0,171.0,5595.0,278.0,606.0,65.0,5527.0,2783.0,69698.0,14.0,15.0,15.0,6.0,1.0
8.0,2.0,3.0,39.0,7.0,9.0,16.0,0.0,2.0,4.0,6.0,0.333333,3.0,11.0,5.0,3.0,0.0,142.0,142.0,8.0,0.0,6.0,16.0,17.0,0.0,1.0,17.0,5.6666669999999995,5.6666669999999995,8.0,30.0,1005.0,38.0,297.0,25.0,2742.0,2257.0,38451.0,3.0,3.0,0.0,3.0,0.0
5.0,4.0,2.0,27.0,8.0,7.0,15.0,0.28571399999999997,8.0,14.0,17.0,0.470588,5.0,7.0,15.0,5.0,7.0,92.0,92.0,26.0,0.333333,24.0,55.0,23.0,0.5,1.0,23.0,4.6,4.6,5.0,17.0,252.0,19.0,795.0,87.0,4165.0,3476.0,25691.0,2.0,5.0,4.0,4.0,0.0
0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,14.0,12.0,38.0,0.0,1127.0,1100.0,34.0,0.42674300000000004,11.0,88.0,164.0,0.9638690000000001,0.727273,162.0,4.1,4.263158,3.0,46.0,1238.0,49.0,280.0,36.0,2923.0,2438.0,52319.0,17.0,40.0,40.0,37.0,0.0
7.0,4.0,3.0,36.0,4.0,11.0,21.0,0.2,9.0,14.0,17.0,0.529412,7.0,11.0,11.0,7.0,0.0,230.0,230.0,24.0,1.0,12.0,34.0,29.0,0.666667,1.0,29.0,4.142857,4.142857,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,7.0,7.0,7.0,6.0,1.0
31.0,5.0,6.0,271.0,33.0,54.0,89.0,0.178571,14.0,32.0,49.0,0.28571399999999997,5.0,35.0,14.0,5.0,0.0,474.0,474.0,39.0,0.833333,15.0,63.0,58.0,0.7,1.0,58.0,11.6,11.6,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,5.0,5.0,5.0,4.0,1.0
0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,12.0,12.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,12.0,148.0,12.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,3.0,3.0,2.0,0.0
7.0,2.0,6.0,108.0,19.0,22.0,29.0,0.0,10.0,20.0,22.0,0.454545,2.0,7.0,10.0,2.0,0.0,115.0,115.0,20.0,1.0,13.0,24.0,20.0,0.0,1.0,20.0,10.0,10.0,10.0,25.0,989.0,25.0,2330.0,131.0,19618.0,13899.0,299402.0,1.0,2.0,0.0,2.0,1.0
35.0,10.0,6.0,345.0,101.0,74.0,149.0,0.048780000000000004,16.0,55.0,77.0,0.207792,76.0,163.0,60.0,51.0,35.0,2345.0,2147.0,227.0,0.405045,65.0,420.0,393.0,0.9610879999999999,0.722222,363.0,5.171053,7.117647,245.0,2644.0,73431.0,3557.0,497.0,38.0,5768.0,4374.0,117757.0,18.0,76.0,76.0,50.0,1.0
0.0,0.0,1.0,151.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,16.0,651.0,567.0,438.0,7.0,0.110294,7.0,29.0,39.0,0.94375,0.8125,27.0,1.857143,1.6875,4.0,55.0,1357.0,68.0,1188.0,117.0,6818.0,5763.0,109035.0,16.0,21.0,21.0,15.0,0.0
14.0,5.0,6.0,105.0,22.0,14.0,32.0,0.06666699999999999,6.0,9.0,13.0,0.461538,11.0,89.0,30.0,11.0,183.0,1147.0,1147.0,90.0,0.0,77.0,427.0,161.0,0.0,0.0,161.0,14.636364000000002,14.636364000000002,106.0,2196.0,69768.0,2620.0,465.0,54.0,7652.0,6749.0,171667.0,0.0,11.0,10.0,10.0,1.0
0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,11.0,0.0,214.0,174.0,5.0,0.076923,4.0,19.0,15.0,0.9038459999999999,0.785714,12.0,1.0714290000000002,1.090909,1.0,11.0,214.0,14.0,1542.0,130.0,11967.0,9063.0,213479.0,14.0,14.0,13.0,10.0,0.0
5.0,2.0,7.0,309.0,55.0,50.0,59.0,0.44444399999999995,1.0,1.0,4.0,0.25,29.0,28.0,12.0,27.0,0.0,1741.0,1716.0,25.0,0.580087,12.0,67.0,287.0,0.8901100000000001,0.913043,284.0,9.896552,10.518519,23.0,144.0,3724.0,150.0,799.0,32.0,6880.0,5602.0,136533.0,23.0,29.0,29.0,26.0,0.0
0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,31.0,31.0,3.0,1.0,4.0,6.0,5.0,0.5,1.0,5.0,1.666667,1.666667,28.0,215.0,2473.0,226.0,604.0,41.0,5154.0,4917.0,82661.0,3.0,3.0,3.0,2.0,0.0
0.0,0.0,1.0,13.0,1.0,2.0,7.0,1.0,2.0,3.0,5.0,0.4,4.0,1.0,5.0,4.0,12.0,57.0,57.0,8.0,0.333333,9.0,33.0,7.0,1.0,0.666667,7.0,1.75,1.75,39.0,282.0,3051.0,292.0,1196.0,192.0,9900.0,9201.0,117117.0,2.0,4.0,3.0,3.0,0.0
0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,15.0,18.0,18.0,4.0,1.0,1.0,9.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,100.0,2639.0,109.0,48.0,1.0,245.0,233.0,6694.0,4.0,4.0,4.0,0.0,0.0
0.0,0.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,269.0,269.0,1.0,1.0,1.0,9.0,24.0,0.857143,1.0,24.0,3.0,3.0,1.0,8.0,269.0,8.0,388.0,47.0,2957.0,2678.0,55590.0,4.0,6.0,5.0,8.0,0.0
14.0,6.0,8.0,110.0,20.0,15.0,33.0,0.06666699999999999,7.0,6.0,18.0,0.388889,7.0,14.0,7.0,7.0,0.0,130.0,130.0,6.0,0.06666699999999999,9.0,25.0,26.0,0.833333,1.0,26.0,3.714286,3.714286,8.0,45.0,1008.0,55.0,66.0,8.0,641.0,438.0,8425.0,7.0,7.0,7.0,6.0,1.0
0.0,0.0,1.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,4.0,0.0,196.0,196.0,11.0,0.0,0.0,15.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,993.0,111.0,91.0,9.0,585.0,567.0,8432.0,2.0,4.0,0.0,4.0,0.0
0.0,0.0,10.0,223.0,29.0,14.0,15.0,1.0,6.0,11.0,12.0,0.5,13.0,0.0,12.0,13.0,17.0,681.0,681.0,35.0,0.818182,11.0,49.0,85.0,0.666667,1.0,85.0,6.538462,6.538462,69.0,972.0,13368.0,1173.0,968.0,54.0,7232.0,6313.0,104357.0,7.0,13.0,13.0,12.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,177.0,161.0,0.0,0.535714,0.0,9.0,31.0,0.953571,0.21739099999999997,26.0,3.4444440000000003,5.2,8.0,30.0,1005.0,38.0,297.0,25.0,2742.0,2257.0,38451.0,9.0,9.0,8.0,4.0,0.0
1.0,1.0,1.0,14.0,1.0,1.0,9.0,0.875,5.0,5.0,5.0,1.0,36.0,29.0,22.0,27.0,18.0,470.0,404.0,42.0,0.24242399999999997,25.0,117.0,62.0,0.812245,0.742857,50.0,1.7222220000000001,1.851852,25.0,188.0,3308.0,244.0,799.0,32.0,6880.0,5602.0,136533.0,35.0,36.0,36.0,26.0,0.0
0.0,0.0,1.0,37.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,13.0,44.0,44.0,1.0,0.0,14.0,47.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,6.0,75.0,6.0,862.0,52.0,5959.0,5541.0,71486.0,2.0,2.0,1.0,2.0,0.0
2.0,2.0,7.0,241.0,55.0,36.0,42.0,0.666667,2.0,2.0,2.0,1.0,12.0,1.0,3.0,9.0,0.0,372.0,356.0,9.0,0.933333,4.0,21.0,94.0,0.5,0.625,87.0,7.8333330000000005,9.666667,10.0,89.0,1207.0,95.0,191.0,19.0,1447.0,1361.0,24319.0,8.0,12.0,11.0,7.0,0.0
19.0,3.0,3.0,45.0,21.0,2.0,23.0,0.095238,3.0,1.0,3.0,1.0,25.0,19.0,5.0,25.0,527.0,474.0,474.0,6.0,0.213439,9.0,44.0,83.0,0.916667,1.0,83.0,3.32,3.32,40.0,155.0,2524.0,164.0,959.0,115.0,5518.0,4398.0,58718.0,24.0,25.0,25.0,24.0,1.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,31.0,31.0,1.0,0.0,2.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,37.0,143.0,3130.0,157.0,296.0,19.0,2118.0,1724.0,34617.0,2.0,3.0,2.0,2.0,0.0
0.0,0.0,1.0,7.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,26.0,26.0,2.0,1.0,2.0,4.0,2.0,0.5,1.0,2.0,1.0,1.0,30.0,106.0,993.0,111.0,91.0,9.0,585.0,567.0,8432.0,1.0,2.0,2.0,1.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,4.0,9.0,3.0,82.0,82.0,3.0,0.0,12.0,20.0,10.0,0.0,1.0,10.0,1.111111,1.111111,16.0,79.0,921.0,95.0,849.0,78.0,5788.0,4778.0,65687.0,9.0,9.0,9.0,8.0,0.0
0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,0.083333,1.0,1.0,1.0,7.0,66.0,822.0,68.0,1093.0,80.0,8798.0,7670.0,126255.0,2.0,2.0,2.0,1.0,0.0
1.0,1.0,3.0,722.0,9.0,32.0,98.0,0.984848,3.0,3.0,3.0,1.0,89.0,3.0,5.0,53.0,520.0,2078.0,1633.0,4.0,0.11512599999999999,1.0,94.0,136.0,0.959583,0.292929,88.0,1.52809,1.660377,50.0,400.0,12877.0,545.0,426.0,16.0,1879.0,1530.0,33431.0,65.0,89.0,89.0,52.0,0.0
4.0,3.0,3.0,141.0,6.0,23.0,37.0,0.733333,9.0,9.0,13.0,0.692308,19.0,9.0,15.0,17.0,50.0,678.0,664.0,23.0,0.333333,33.0,116.0,51.0,0.91358,0.933333,49.0,2.684211,2.8823529999999997,138.0,961.0,27590.0,1151.0,1171.0,66.0,10384.0,8750.0,312068.0,15.0,19.0,13.0,17.0,0.0
3.0,1.0,6.0,122.0,24.0,12.0,25.0,0.5,2.0,1.0,4.0,0.5,63.0,3.0,5.0,54.0,-1.0,2005.0,1910.0,11.0,0.38350300000000004,3.0,77.0,244.0,0.953717,-1.0,233.0,3.8730160000000002,4.314815,11.0,101.0,2259.0,113.0,66.0,10.0,629.0,479.0,11929.0,34.0,55.0,58.0,50.0,0.0
0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,88.0,88.0,8.0,1.0,2.0,16.0,10.0,0.14285699999999998,1.0,10.0,1.25,1.25,16.0,130.0,1578.0,136.0,262.0,57.0,1805.0,1524.0,34404.0,7.0,8.0,8.0,7.0,0.0
0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,7.0,17.0,-1.0,571.0,571.0,19.0,0.363636,6.0,39.0,45.0,0.89375,-1.0,45.0,2.647059,2.647059,33.0,165.0,3052.0,176.0,100.0,5.0,703.0,613.0,14480.0,9.0,15.0,17.0,15.0,0.0
0.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,8.0,8.0,1.0,1.0,5.0,10.0,2.0,0.0,1.0,2.0,2.0,2.0,8.0,20.0,147.0,20.0,204.0,11.0,1031.0,987.0,9065.0,2.0,2.0,2.0,1.0,0.0
1.0,1.0,6.0,118.0,40.0,21.0,35.0,0.923077,7.0,16.0,18.0,0.388889,11.0,3.0,12.0,11.0,0.0,456.0,456.0,29.0,0.054545,13.0,45.0,78.0,0.992308,0.666667,78.0,7.090909,7.090909,3.0,15.0,503.0,15.0,649.0,50.0,5366.0,4947.0,94240.0,6.0,11.0,0.0,11.0,0.0
6.0,2.0,1.0,13.0,3.0,4.0,15.0,0.454545,1.0,1.0,1.0,1.0,17.0,51.0,7.0,15.0,0.0,695.0,616.0,18.0,0.722222,10.0,49.0,179.0,0.825893,0.75,165.0,10.529411999999999,11.0,4.0,37.0,1180.0,39.0,131.0,16.0,1404.0,1137.0,25747.0,9.0,17.0,16.0,14.0,0.0
10.0,4.0,3.0,84.0,11.0,9.0,21.0,0.166667,6.0,3.0,13.0,0.461538,7.0,15.0,7.0,7.0,0.0,255.0,255.0,3.0,0.14285699999999998,8.0,25.0,34.0,0.75,1.0,34.0,4.857143,4.857143,2.0,38.0,304.0,38.0,132.0,23.0,1278.0,781.0,18243.0,5.0,7.0,7.0,7.0,1.0
0.0,0.0,8.0,284.0,35.0,24.0,43.0,0.466667,5.0,11.0,19.0,0.263158,9.0,0.0,7.0,9.0,0.0,1566.0,1566.0,22.0,1.0,4.0,49.0,90.0,0.895833,1.0,90.0,10.0,10.0,8.0,64.0,1627.0,92.0,262.0,57.0,1805.0,1524.0,34404.0,2.0,9.0,5.0,7.0,0.0
0.0,0.0,7.0,438.0,69.0,27.0,34.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,6.0,11.0,0.0,947.0,947.0,7.0,0.6,7.0,18.0,149.0,0.7625,1.0,149.0,13.545454999999999,13.545454999999999,27.0,237.0,5531.0,246.0,525.0,67.0,4143.0,3956.0,75688.0,6.0,11.0,11.0,10.0,0.0
13.0,3.0,4.0,46.0,6.0,4.0,23.0,0.2,5.0,7.0,17.0,0.294118,7.0,13.0,6.0,5.0,72.0,101.0,91.0,11.0,0.666667,14.0,80.0,14.0,0.916667,0.714286,12.0,2.0,2.4,9.0,47.0,1185.0,109.0,567.0,75.0,5715.0,3996.0,78591.0,7.0,7.0,7.0,4.0,0.0
