NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
3,0,0,0,0,5,106,20,0,12,0,12,0,0,0,0,0,0,0,0,1,0,25,0,8,5,24,9,0,1,1283,1269,178,0.003952569,0,7,35,1,138,0.99537037,0.956521739,137,5.52,5.708333333,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
1,1,0,0,1,5,38,8,0,3,0,3,0,0,0,0,0,0,0,0,2,0,11,0,0,5,9,4,0,1,465,443,50,0.714285714,0,5,17,0,64,0.825,0.75,62,5.818181818,6.888888889,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
1,1,0,0,1,5,21,8,0,5,0,5,0,1,4,0,2,0,0.5,0,0,0,15,0,0,1,15,10,0,1,391,391,48,0.342857143,9,1,17,0,49,0.935714286,0.625,49,3.266666667,3.266666667,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
2,1,6,4,1,5,162,20,0,21,0,39,0.25,14,18,2,20,0,0.7,4,52,0,137,1,69,56,85,43,12,2,3578,2687,29122,0.046379829,0,65,330,0,334,0.979309166,0.607692308,252,2.437956204,2.964705882,28,223,3,9478,312,42,1171,66,10384,8750,312068,TRUE
0,1,0,0,1,5,32,5,0,3,0,5,0,1,2,0,1,0,1,4,52,0,137,1,69,56,85,43,12,2,3578,2687,29122,0.046379829,0,65,330,0,334,0.979309166,0.607692308,252,2.437956204,2.964705882,28,223,3,9478,312,42,1171,66,10384,8750,312068,FALSE
1,1,0,0,1,5,60,14,0,4,0,9,1,0,0,5,0,0,0,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
3,1,0,0,1,5,53,9,0,10,0,8,0,0,0,0,0,0,0,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,14,33,0,1158,37,42,1171,66,10384,8750,312068,TRUE
1,0,12,6,0,6,85,10,0,11,0,30,0.142857143,7,24,2,21,0,0.333333333,0,3,0,12,7,19,11,9,4,181,4,330,279,334,0.151515152,1,37,276,1,33,0.886363636,0.692307692,29,2.75,3.222222222,70,543,1,20854,812,42,1171,66,10384,8750,312068,TRUE
3,0,0,0,0,7,120,19,0,16,0,14,1,1,10,3,5,0,0.2,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,44,200,1,8510,214,42,1171,66,10384,8750,312068,TRUE
5,0,3,3,0,7,245,39,0,20,0,34,0.666666667,10,22,6,13,0,0.769230769,0,1,0,17,0,11,15,16,7,19,2,787,770,672,0.141666667,0,26,69,1,87,0.928571429,0.941176471,84,5.117647059,5.25,90,482,2,16188,569,42,1171,66,10384,8750,312068,TRUE
0,0,3,2,0,6,54,15,0,3,0,10,0.571428571,2,7,4,3,0,0.666666667,0,0,0,2,1,3,2,2,1,16,4,77,77,15,1,0,10,30,0,16,1,1,16,8,8,90,482,2,16188,569,42,1171,66,10384,8750,312068,TRUE
1,0,0,0,0,6,28,8,0,2,0,9,1,0,0,7,0,0,0,1,2,0,16,0,1,0,14,13,0,1,232,204,0,0.705128205,0,1,16,0,46,0.861538462,0.875,39,2.875,2.785714286,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
4,0,1,1,0,6,66,16,0,6,0,15,0.888888889,0,0,8,0,0,0,1,0,0,4,0,0,2,4,10,0,1,227,227,52,1,0,3,10,0,29,0.733333333,1,29,7.25,7.25,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
3,0,0,0,0,6,130,15,0,18,0,21,1,0,0,4,0,0,0,1,1,0,9,0,0,0,8,6,10,2,464,452,0,0.428571429,0,0,9,0,42,0.75,0.888888889,41,4.666666667,5.125,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
0,0,1,1,0,8,169,33,0,19,0,22,0.666666667,2,6,2,3,0,0.666666667,1,1,3,42,1,9,9,41,36,93,4,2069,2060,1192,0.008403361,0,12,70,6,188,0.999322493,1,186,4.476190476,4.536585366,69,454,0,23224,474,42,1171,66,10384,8750,312068,TRUE
2,2,3,2,2,6,85,11,0,8,0,16,0.625,3,20,5,11,0,0.272727273,1,5,1,26,-1,7,9,21,8,-1,3,614,537,519,0.221343874,0,17,55,2,73,0.91,-1,63,2.807692308,3,31,289,3,8970,374,42,1171,66,10384,8750,312068,TRUE
1,2,6,2,3,10,197,35,0,22,0,37,0.571428571,1,2,8,1,0,1,0,1,0,25,0,8,5,24,9,0,1,1283,1269,178,0.003952569,0,7,35,1,138,0.99537037,0.956521739,137,5.52,5.708333333,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
3,0,0,0,0,7,120,19,0,16,0,14,1,1,10,3,5,0,0.2,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
0,0,2,2,0,7,46,10,0,4,0,9,0.333333333,4,6,1,7,0,0.571428571,1,7,0,15,2,11,11,8,6,28,2,346,226,277,0.295238095,0,23,81,1,40,0.857142857,0.533333333,24,2.666666667,3,23,50,0,1281,66,42,1171,66,10384,8750,312068,FALSE
2,0,4,3,0,7,200,38,0,21,0,27,0.4,4,10,2,7,0,0.571428571,2,11,0,45,1,13,10,34,15,12,2,1404,1157,1768,0.18466899,0,12,69,0,141,0.913636364,0.744186047,121,3.133333333,3.558823529,28,223,3,9478,312,42,1171,66,10384,8750,312068,TRUE
0,0,7,5,0,7,48,7,0,13,0,23,0.222222222,10,18,2,14,0,0.714285714,0,3,1,8,0,10,13,5,4,0,1,216,128,160,0.166666667,0,15,36,0,21,0.892857143,0.75,10,2.625,2,28,223,3,9478,312,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,6,54,16,0,7,0,8,1,2,12,1,6,0,0.333333333,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
1,0,8,2,0,6,99,16,0,7,0,28,0.384615385,2,0,5,7,0,0.285714286,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
1,0,5,4,0,6,72,15,0,5,0,20,0.666666667,3,11,10,6,0,0.5,0,0,0,4,3,5,3,4,1,14,4,118,118,47,0,0,11,26,0,20,1,1,20,5,5,22,115,0,6090,121,42,1171,66,10384,8750,312068,TRUE
2,3,11,4,3,8,152,25,0,16,0,29,0.083333333,16,46,1,28,0,0.571428571,0,3,0,7,0,11,16,4,5,0,1,264,231,168,0.133333333,0,19,40,0,31,0.9,0.571428571,28,4.428571429,7,29,111,1,4573,116,42,1171,66,10384,8750,312068,TRUE
