NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
3,0,0,0,0,2,24,3,0,6,0,6,0,1,2,0,1,0,1,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,18,165,5,3358,184,42,1171,66,10384,8750,312068,TRUE
3,0,0,0,0,7,120,19,0,16,0,14,1,1,10,3,5,0,0.2,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,18,165,5,3358,184,42,1171,66,10384,8750,312068,TRUE
7,0,6,2,0,3,47,11,0,7,0,31,0,2,4,0,2,0,1,0,14,1,41,1,14,2,27,12,0,1,1589,1255,1098,0.29004329,0,3,43,0,250,0.902083333,0.517241379,209,6.097560976,7.740740741,34,113,0,8814,151,42,1171,66,10384,8750,312068,TRUE
9,1,0,0,1,1,12,1,0,9,0,9,0,0,1,0,0,0,0,0,0,21,3,-1,24,23,3,0,-1,2,1705,1705,108,1,0,14,29,1,27,0,-1,27,9,9,90,482,2,16188,569,42,1171,66,10384,8750,312068,TRUE
7,0,2,1,0,4,65,12,0,17,0,25,0.75,5,12,6,6,0,0.833333333,0,2,0,5,0,0,6,3,7,0,1,133,123,68,0,0,8,12,0,16,1.107142857,0.75,14,3.2,4.666666667,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
7,0,0,0,0,1,8,1,0,7,0,8,1,0,0,1,0,0,0,2,4,5,75,17,26,50,71,29,163,6,1828,1779,10273,0.011538462,0,73,395,0,229,0.990214352,0.939393939,221,3.053333333,3.112676056,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
7,1,1,1,1,4,37,8,0,8,0,10,0.75,1,6,3,3,0,0.333333333,0,16,2,83,-1,22,17,67,22,-1,2,3547,2997,8097,0.058823529,0,21,155,3,411,0.953436807,-1,314,4.951807229,4.686567164,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
8,1,0,0,1,1,14,1,0,8,0,17,1,0,1,9,0,0,0,0,2,0,12,8,0,0,10,10,125,5,78,68,28,0.018181818,0,14,72,0,13,1,0.833333333,11,1.083333333,1.1,69,454,0,23224,474,42,1171,66,10384,8750,312068,TRUE
8,1,0,0,1,1,10,1,0,8,0,11,1,0,1,3,0,0,0,0,3,0,9,4,0,0,6,5,129,5,67,43,22,0.071428571,0,14,73,0,10,0.95,0.666666667,7,1.111111111,1.166666667,69,454,0,23224,474,42,1171,66,10384,8750,312068,TRUE
7,1,2,2,1,3,55,5,0,7,0,17,0.8,2,2,8,2,0,1,0,0,0,1,0,0,2,1,8,0,1,97,97,4,1,0,5,3,0,5,0,0,5,5,5,28,223,3,9478,312,42,1171,66,10384,8750,312068,TRUE
14,0,0,0,0,1,18,1,0,14,0,23,1,1,4,9,2,0,0.5,0,11,0,42,0,14,7,31,15,0,1,1619,1427,1966,0.008602151,0,12,62,0,160,0.96097561,0,139,3.80952381,4.483870968,29,190,0,8318,262,42,1171,66,10384,8750,312068,TRUE
8,1,3,1,1,2,16,6,0,8,0,11,0,2,4,0,2,0,1,0,18,0,37,0,2,4,19,16,0,1,799,578,292,0.1,0,5,42,1,94,0.963541667,0,71,2.540540541,3.736842105,29,190,0,8318,262,42,1171,66,10384,8750,312068,TRUE
11,1,0,0,1,1,11,1,0,11,0,12,1,0,0,1,0,0,0,0,18,0,37,0,2,4,19,16,0,1,799,578,292,0.1,0,5,42,1,94,0.963541667,0,71,2.540540541,3.736842105,29,190,0,8318,262,42,1171,66,10384,8750,312068,TRUE
7,1,0,0,1,4,31,7,0,10,0,20,1,0,0,7,0,0,0,0,18,0,37,0,2,4,19,16,0,1,799,578,292,0.1,0,5,42,1,94,0.963541667,0,71,2.540540541,3.736842105,29,190,0,8318,262,42,1171,66,10384,8750,312068,TRUE
